id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,oven_temperature,preheating_time,salt_ratio,sugar_content,vanilla_extract,is_lisboa
681,-0.5887139415203426,0.1842393835685303,-0.04277214445478016,1.24394316954221,0.11235294889209309,0.48031416610800154,-0.7731064837830833,0.5021317801278059,-0.6623573657980727,1.1718748315627696,1.4263189186196927,-0.6856981354896301,1.4543966542291724,0
3771,1.5741041195315975,-0.22464218181638176,1.2427940282703152,0.08581258024504013,0.7742013678750885,1.3459627672983105,-0.3915614413502083,-0.7254327364669995,-0.16870084117629458,0.13909810196389386,-0.2744625144953053,-0.7952612784040269,-0.4408976186218379,1
5156,-1.2808157210569633,-0.49722989207298984,0.03284939511728426,0.8411151384823211,-0.1178551968411227,-1.2509830362726162,0.5265313170038974,0.5021317801278059,0.5657637442365948,-0.1342839735181615,-0.3281966528617032,1.4595482027742592,-0.8957682441060808,1
668,0.7089768951108214,0.7294148040817464,1.0159294095541218,0.035459076362557594,2.1554502422743833,-0.38533443508230736,1.7069362920306046,1.729696296722614,1.7577636451525955,0.3821043912812764,-0.29701166184549,1.9854512887633637,-1.0473917859341615,1
2695,0.01687511557420061,1.2745902245949625,2.1502525031350883,1.4453571850721474,0.05480091245878914,-1.2509830362726162,-0.5346408322625364,-2.566779511359206,-0.8429634113914062,1.4148811208801522,2.476473491090663,-0.4753369010939883,2.4778555615687186,0
3266,-0.502201219078265,-0.3609360369446858,-0.1183936840268446,-1.1226715129346052,0.16990498532539705,1.778787067893465,0.5861477298840341,-0.11165047816959539,0.45740011688059473,-0.8329270553056363,-0.2744625144953053,-0.7098020269307973,-0.5167093895358787,1
2066,0.8820023399949766,1.8197656451081785,1.394037107414444,-0.5687829702272686,-1.4703280530237655,1.3459627672983105,-1.8819717633536266,0.5021317801278059,0.035986010496149995,2.2805910265733274,2.2855853633894982,-0.2715494552732101,1.6818319669712936,0
1063,-0.7617393864044978,1.0020025143383544,2.1502525031350883,-0.4177224585798139,-1.4127760165904615,1.3459627672983105,-1.7388923724412984,-1.3392149947644034,-1.8182360575954069,2.2805910265733274,1.952145844062298,-0.5454573125592023,2.4778555615687186,1
4240,-0.24266305175203218,-0.6335237472012939,1.9990094239909593,-2.230448598349285,1.6662579325912996,-1.2509830362726162,2.0527114867353977,-1.3392149947644034,2.143056542418374,-0.8329270553056363,-0.8444281964531665,0.24339731642445483,-0.7441447022779998,1
1052,1.228053229763287,0.1842393835685303,-0.49650138188716675,1.5964176967196022,1.320945713991476,-1.2509830362726162,1.5996267488463585,0.5021317801278059,1.4808343752428177,-0.9848059861290003,-0.17610985052109543,1.7466036372099791,-0.5167093895358787,1
2319,0.6224641726687438,-1.17869916771451,-0.1183936840268446,-0.6191364741097511,0.026024894242137168,1.3459627672983105,-0.7015667883269193,0.5021317801278059,-0.8670442174705173,-1.7745764264104935,-1.2527116942192773,-0.9070156841767116,-0.7441447022779998,1
733,-0.32917577419410976,0.5931209489534424,-2.0089321733284553,0.48864061130492903,-0.7509275976074661,-1.2509830362726162,0.09729314426691292,-0.11165047816959539,0.07210721961481668,-1.2278122754463827,0.4188038242497359,-0.8412777984280735,0.5446554032606873,1
4207,1.4010786746474422,2.2967941380572428,-0.4208798423151023,-1.0723180090521227,0.198681003542049,-1.2509830362726162,-0.4631011368063724,-0.11165047816959539,-0.5419533354025171,0.32135281895193074,1.0780065574232218,-0.4424679582196692,-0.81995647319204,0
3873,-0.06963760686787698,-0.6335237472012939,0.1084709346893487,-1.424792536229522,-0.20418325149107863,1.778787067893465,-0.8207996140871928,-0.11165047816959539,-0.6141957536398505,-0.2861629043415255,-0.8319542000466814,-0.8872943184521201,-0.5925211604499189,1
721,-1.367328443499041,0.3205332386968343,-0.1183936840268446,-0.36736895469732417,-0.866031670474074,1.3459627672983105,-0.40348472392623563,-1.3392149947644034,-0.27706446853229466,-0.5595449798235809,-0.7978905944751257,-0.5432660497009143,-1.2748270986762824,1
265,-0.502201219078265,0.45682709382513836,2.1502525031350883,-0.6191364741097511,-1.4127760165904615,-1.2509830362726162,-1.7865855027454078,-0.7254327364669995,-1.7821148484767402,2.2805910265733274,2.004920444243582,-0.6659767697650387,-0.21346230587971682,0
2691,-1.2808157210569633,0.3205332386968343,-1.3283383171798755,-0.36736895469732417,-0.2329592697077306,-1.2509830362726162,0.0019068836586941418,-1.3392149947644034,-0.024216004701627828,-0.7721754829762906,0.25952048552077134,-0.32633102673040854,-1.4264506405043635,1
913,-1.367328443499041,2.2967941380572428,-2.0845537129005196,0.3879336035399568,-1.4127760165904615,0.48031416610800154,-1.9058183285056813,2.343478555020018,-1.8784380727931846,-0.5595449798235809,2.476473491090663,-0.657211718331887,0.013973006862404293,0
4330,-0.8482521088465754,0.5931209489534424,0.18409247426141312,-1.0723180090521227,-1.0674637979906378,1.3459627672983105,0.025753448810748834,1.729696296722614,0.035986010496149995,-1.2581880616110557,-0.16027747046671048,-0.516970895401459,-0.7441447022779998,1
2379,0.10338783801627821,-0.49722989207298984,0.7890647908379286,-1.3240855284645496,0.6878733132251326,-0.38533443508230736,0.061523296538830874,0.5021317801278059,0.18047084697081675,-1.7745764264104935,1.153810074047247,-0.9135894727515755,-0.5925211604499189,1
1831,-0.7617393864044978,-0.22464218181638176,-0.4208798423151023,-0.4177224585798139,-0.5207194518742503,0.48031416610800154,0.21652597002718638,-0.7254327364669995,0.15639004089170563,-0.46841762132956244,-0.8626594219703372,0.5961906366088124,-1.123203556848202,1
2521,1.4010786746474422,-0.08834832668807775,1.5452801865585728,1.344650177307175,-0.14663121505777468,-1.2509830362726162,-0.7373366360550013,0.5021317801278059,-0.5901149475607393,2.2805910265733274,1.7664752052426917,-0.6111951983078403,2.212514363369576,0
3402,0.795489617552899,-1.451286877971118,-0.19401522359890902,-0.9716110012871504,1.436049786858084,-0.38533443508230736,1.4684706405100578,2.343478555020018,1.3122687326890397,-1.0151817722936731,-0.698098623223244,0.1031564934940268,-0.81995647319204,1
1011,1.4010786746474422,1.2745902245949625,1.2427940282703152,0.08581258024504013,-1.4127760165904615,-1.2509830362726162,-1.5719664163769156,-0.7254327364669995,-1.649670415041629,2.2805910265733274,0.4394338952296921,-0.6462554040404472,0.3930318614326064,0
2246,0.362926005342511,0.3205332386968343,-0.19401522359890902,0.1361660841275298,0.16990498532539705,1.3459627672983105,0.35960536093951456,-0.7254327364669995,0.34903648952459465,-0.07353240118881585,-0.9974745369788883,1.76632500293457,-1.2748270986762824,1
3061,0.18990056045835582,-0.7698176023295978,-0.04277214445478016,-1.5758530478769766,1.0044095136083042,-0.38533443508230736,0.6696107079162256,1.11591403842521,0.6741273715925948,-0.10390818735348867,0.05849723573933731,2.537649529051924,-1.123203556848202,1
1878,0.18990056045835582,-1.0424053125862058,-0.26963676317097346,-1.3240855284645496,-0.06030316040781875,-1.2509830362726162,-0.09347937694952463,-0.11165047816959539,-0.10849882597851677,0.5643591082693132,-0.5963875756011343,-0.516970895401459,-0.8957682441060808,1
1198,-0.7617393864044978,1.2745902245949625,-2.0845537129005196,-0.8709039935221782,-1.4127760165904615,-0.38533443508230736,-0.5346408322625364,-0.11165047816959539,-0.6382765597189616,-0.863302841470309,-0.8914455675237642,-0.9815186213585015,-1.350638869590323,1
